id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
bioportal-pr,https://lod-cloud.net/dataset/bioportal-pr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tao,https://lod-cloud.net/dataset/bioportal-tao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-uberon,https://lod-cloud.net/dataset/bioportal-uberon,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-vhog,https://lod-cloud.net/dataset/bioportal-vhog,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-xao,https://lod-cloud.net/dataset/bioportal-xao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-zfa,https://lod-cloud.net/dataset/bioportal-zfa,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-gendr,https://lod-cloud.net/dataset/bio2rdf-gendr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-ncbigene,https://lod-cloud.net/dataset/bio2rdf-ncbigene,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-pubmed,https://lod-cloud.net/dataset/bio2rdf-pubmed,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-taxonomy,https://lod-cloud.net/dataset/bio2rdf-taxonomy,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-wormbase,https://lod-cloud.net/dataset/bio2rdf-wormbase,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-bp,https://lod-cloud.net/dataset/bioportal-bp,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-chem2bio2owl,https://lod-cloud.net/dataset/bioportal-chem2bio2owl,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-dikb-evidence,https://lod-cloud.net/dataset/bioportal-dikb-evidence,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mi,https://lod-cloud.net/dataset/bioportal-mi,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sbo,https://lod-cloud.net/dataset/bioportal-sbo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-roleo,https://lod-cloud.net/dataset/bioportal-roleo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-hl7,https://lod-cloud.net/dataset/bioportal-hl7,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icnp,https://lod-cloud.net/dataset/bioportal-icnp,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-dartmouth,https://lod-cloud.net/dataset/eagle-i-dartmouth,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-bro_x1,https://lod-cloud.net/dataset/bioportal-bro_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-go_x2,https://lod-cloud.net/dataset/bioportal-go_x2,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-ncbitaxon,https://lod-cloud.net/dataset/bioportal-ncbitaxon,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ocre,https://lod-cloud.net/dataset/bioportal-ocre,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-so_x1,https://lod-cloud.net/dataset/bioportal-so_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-swo,https://lod-cloud.net/dataset/bioportal-swo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-vivo,https://lod-cloud.net/dataset/bioportal-vivo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mo,https://lod-cloud.net/dataset/bioportal-mo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ep,https://lod-cloud.net/dataset/bioportal-ep,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-jerm,https://lod-cloud.net/dataset/bioportal-jerm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-oboe-sbc,https://lod-cloud.net/dataset/bioportal-oboe-sbc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pato,https://lod-cloud.net/dataset/bioportal-pato,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pma,https://lod-cloud.net/dataset/bioportal-pma,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-uo,https://lod-cloud.net/dataset/bioportal-uo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-utsa,https://lod-cloud.net/dataset/eagle-i-utsa,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-bootstrep,https://lod-cloud.net/dataset/bioportal-bootstrep,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-bt,https://lod-cloud.net/dataset/bioportal-bt,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-chebi,https://lod-cloud.net/dataset/bioportal-chebi,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-gfo-bio,https://lod-cloud.net/dataset/bioportal-gfo-bio,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-gro_x2,https://lod-cloud.net/dataset/bioportal-gro_x2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-neomark,https://lod-cloud.net/dataset/bioportal-neomark,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pedterm,https://lod-cloud.net/dataset/bioportal-pedterm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sep,https://lod-cloud.net/dataset/bioportal-sep,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-snpo,https://lod-cloud.net/dataset/bioportal-snpo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-vt,https://lod-cloud.net/dataset/bioportal-vt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-cmo,https://lod-cloud.net/dataset/bioportal-cmo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-go_x1,https://lod-cloud.net/dataset/bioportal-go_x1,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-mdr,https://lod-cloud.net/dataset/bioportal-mdr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mp,https://lod-cloud.net/dataset/bioportal-mp,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-nigo,https://lod-cloud.net/dataset/bioportal-nigo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-basic-vertebrate-gross-anatomy,https://lod-cloud.net/dataset/bioportal-basic-vertebrate-gross-anatomy,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-bcgo,https://lod-cloud.net/dataset/bioportal-bcgo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-ndfrt,https://lod-cloud.net/dataset/bioportal-ndfrt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-phare,https://lod-cloud.net/dataset/bioportal-phare,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-rs,https://lod-cloud.net/dataset/bioportal-rs,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sitbac,https://lod-cloud.net/dataset/bioportal-sitbac,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-psm,https://lod-cloud.net/dataset/eagle-i-psm,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-adw,https://lod-cloud.net/dataset/bioportal-adw,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-eo,https://lod-cloud.net/dataset/bioportal-eo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-fbbi,https://lod-cloud.net/dataset/bioportal-fbbi,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fbsp,https://lod-cloud.net/dataset/bioportal-fbsp,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fda-meddevice,https://lod-cloud.net/dataset/bioportal-fda-meddevice,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icd9cm,https://lod-cloud.net/dataset/bioportal-icd9cm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icpc2p,https://lod-cloud.net/dataset/bioportal-icpc2p,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-medlineplus,https://lod-cloud.net/dataset/bioportal-medlineplus,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mmo,https://lod-cloud.net/dataset/bioportal-mmo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ms,https://lod-cloud.net/dataset/bioportal-ms,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-natpro,https://lod-cloud.net/dataset/bioportal-natpro,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ontodt,https://lod-cloud.net/dataset/bioportal-ontodt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pdq,https://lod-cloud.net/dataset/bioportal-pdq,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-propreo,https://lod-cloud.net/dataset/bioportal-propreo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tto,https://lod-cloud.net/dataset/bioportal-tto,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-vandf,https://lod-cloud.net/dataset/bioportal-vandf,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-who,https://lod-cloud.net/dataset/bioportal-who,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-air,https://lod-cloud.net/dataset/bioportal-air,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-bho,https://lod-cloud.net/dataset/bioportal-bho,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-cst,https://lod-cloud.net/dataset/bioportal-cst,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ctcae,https://lod-cloud.net/dataset/bioportal-ctcae,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ctx,https://lod-cloud.net/dataset/bioportal-ctx,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-doid,https://lod-cloud.net/dataset/bioportal-doid,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fhho,https://lod-cloud.net/dataset/bioportal-fhho,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-hlth_indics,https://lod-cloud.net/dataset/bioportal-hlth_indics,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-hp_x1,https://lod-cloud.net/dataset/bioportal-hp_x1,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-icd10,https://lod-cloud.net/dataset/bioportal-icd10,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icd10cm,https://lod-cloud.net/dataset/bioportal-icd10cm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icpc,https://lod-cloud.net/dataset/bioportal-icpc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mpath,https://lod-cloud.net/dataset/bioportal-mpath,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ontoorpha,https://lod-cloud.net/dataset/bioportal-ontoorpha,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-shr,https://lod-cloud.net/dataset/bioportal-shr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sso,https://lod-cloud.net/dataset/bioportal-sso,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tm-signs-and-sympts,https://lod-cloud.net/dataset/bioportal-tm-signs-and-sympts,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
linkedct,https://lod-cloud.net/dataset/linkedct,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dbpedia,https://lod-cloud.net/dataset/dbpedia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-dailymed,https://lod-cloud.net/dataset/fu-berlin-dailymed,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
fu-berlin-diseasome,https://lod-cloud.net/dataset/fu-berlin-diseasome,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
fu-berlin-drugbank,https://lod-cloud.net/dataset/fu-berlin-drugbank,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
tcmgenedit_dataset,https://lod-cloud.net/dataset/tcmgenedit_dataset,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-atmo,https://lod-cloud.net/dataset/bioportal-atmo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-mcbcc,https://lod-cloud.net/dataset/bioportal-mcbcc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mccl,https://lod-cloud.net/dataset/bioportal-mccl,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ogmd,https://lod-cloud.net/dataset/bioportal-ogmd,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-omit,https://lod-cloud.net/dataset/bioportal-omit,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-cdrewu,https://lod-cloud.net/dataset/eagle-i-cdrewu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
hito,https://lod-cloud.net/dataset/hito,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
snik,https://lod-cloud.net/dataset/snik,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-thesaurus,https://lod-cloud.net/dataset/bioportal-thesaurus,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mthch,https://lod-cloud.net/dataset/bioportal-mthch,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-cpt,https://lod-cloud.net/dataset/bioportal-cpt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-apo,https://lod-cloud.net/dataset/bioportal-apo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-cogat,https://lod-cloud.net/dataset/bioportal-cogat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fao,https://lod-cloud.net/dataset/bioportal-fao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fbbt,https://lod-cloud.net/dataset/bioportal-fbbt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-gro_x1,https://lod-cloud.net/dataset/bioportal-gro_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-iev,https://lod-cloud.net/dataset/bioportal-iev,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ixno,https://lod-cloud.net/dataset/bioportal-ixno,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mego,https://lod-cloud.net/dataset/bioportal-mego,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-po,https://lod-cloud.net/dataset/bioportal-po,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-po_x2,https://lod-cloud.net/dataset/bioportal-po_x2,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-pw,https://lod-cloud.net/dataset/bioportal-pw,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-rex,https://lod-cloud.net/dataset/bioportal-rex,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-soy,https://lod-cloud.net/dataset/bioportal-soy,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-to,https://lod-cloud.net/dataset/bioportal-to,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-vao,https://lod-cloud.net/dataset/bioportal-vao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ypo,https://lod-cloud.net/dataset/bioportal-ypo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ehda,https://lod-cloud.net/dataset/bioportal-ehda,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-envo,https://lod-cloud.net/dataset/bioportal-envo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mfo,https://lod-cloud.net/dataset/bioportal-mfo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-nddf,https://lod-cloud.net/dataset/bioportal-nddf,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-rxnorm,https://lod-cloud.net/dataset/bioportal-rxnorm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
chembl-rdf,https://lod-cloud.net/dataset/chembl-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
uniprotkb,https://lod-cloud.net/dataset/uniprotkb,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-ato,https://lod-cloud.net/dataset/bioportal-ato,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-taxrank,https://lod-cloud.net/dataset/bioportal-taxrank,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
taxonconcept,https://lod-cloud.net/dataset/taxonconcept,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eunis,https://lod-cloud.net/dataset/eunis,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
geospecies,https://lod-cloud.net/dataset/geospecies,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
uniprot,https://lod-cloud.net/dataset/uniprot,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-medicare,https://lod-cloud.net/dataset/fu-berlin-medicare,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-aao,https://lod-cloud.net/dataset/bioportal-aao,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-aeo,https://lod-cloud.net/dataset/bioportal-aeo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-bila,https://lod-cloud.net/dataset/bioportal-bila,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ehdaa,https://lod-cloud.net/dataset/bioportal-ehdaa,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ehdaa2,https://lod-cloud.net/dataset/bioportal-ehdaa2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-hao,https://lod-cloud.net/dataset/bioportal-hao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icf_x1,https://lod-cloud.net/dataset/bioportal-icf_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mat,https://lod-cloud.net/dataset/bioportal-mat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-unitsontology,https://lod-cloud.net/dataset/bioportal-unitsontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-wbbt,https://lod-cloud.net/dataset/bioportal-wbbt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-harvard,https://lod-cloud.net/dataset/eagle-i-harvard,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-lipro,https://lod-cloud.net/dataset/bioportal-lipro,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-gfo,https://lod-cloud.net/dataset/bioportal-gfo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-aba,https://lod-cloud.net/dataset/bioportal-aba,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-exo,https://lod-cloud.net/dataset/bioportal-exo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mao,https://lod-cloud.net/dataset/bioportal-mao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
taxonconcept-assets,https://lod-cloud.net/dataset/taxonconcept-assets,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-clinicaltrials,https://lod-cloud.net/dataset/bio2rdf-clinicaltrials,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-dbsnp,https://lod-cloud.net/dataset/bio2rdf-dbsnp,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-nonrctontology,https://lod-cloud.net/dataset/bioportal-nonrctontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-diagnosticont,https://lod-cloud.net/dataset/bioportal-diagnosticont,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-rctontology,https://lod-cloud.net/dataset/bioportal-rctontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fbcv,https://lod-cloud.net/dataset/bioportal-fbcv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-bspo,https://lod-cloud.net/dataset/bioportal-bspo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tads,https://lod-cloud.net/dataset/bioportal-tads,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tgma,https://lod-cloud.net/dataset/bioportal-tgma,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-wbphenotype,https://lod-cloud.net/dataset/bioportal-wbphenotype,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
agrovoc,https://lod-cloud.net/dataset/agrovoc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-mesh,https://lod-cloud.net/dataset/bio2rdf-mesh,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-fypo,https://lod-cloud.net/dataset/bioportal-fypo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-spto,https://lod-cloud.net/dataset/bioportal-spto,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-amino-acid,https://lod-cloud.net/dataset/bioportal-amino-acid,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-cdao,https://lod-cloud.net/dataset/bioportal-cdao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mcv,https://lod-cloud.net/dataset/bioportal-mcv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-spd,https://lod-cloud.net/dataset/bioportal-spd,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-utep,https://lod-cloud.net/dataset/eagle-i-utep,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
heartfailure,https://lod-cloud.net/dataset/heartfailure,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
biosamples-rdf,https://lod-cloud.net/dataset/biosamples-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gene-expression-atlas-rdf,https://lod-cloud.net/dataset/gene-expression-atlas-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-thermochemistry,https://lod-cloud.net/dataset/chemdb-thermochemistry,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-vanderbilt,https://lod-cloud.net/dataset/eagle-i-vanderbilt,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
SCBG-Data,https://lod-cloud.net/dataset/SCBG-Data,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-ctd,https://lod-cloud.net/dataset/bio2rdf-ctd,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-ndc,https://lod-cloud.net/dataset/bio2rdf-ndc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
UniProt,https://lod-cloud.net/dataset/UniProt,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
eagle-i-jsu,https://lod-cloud.net/dataset/eagle-i-jsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-icd10pcs,https://lod-cloud.net/dataset/bioportal-icd10pcs,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-geospecies,https://lod-cloud.net/dataset/bioportal-geospecies,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
traditional-korean-medicine,https://lod-cloud.net/dataset/traditional-korean-medicine,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-ccny-cuny,https://lod-cloud.net/dataset/eagle-i-ccny-cuny,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-fma,https://lod-cloud.net/dataset/bioportal-fma,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pko,https://lod-cloud.net/dataset/bioportal-pko,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
biomodels-rdf,https://lod-cloud.net/dataset/biomodels-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
taxref-ld,https://lod-cloud.net/dataset/taxref-ld,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
ckan,https://lod-cloud.net/dataset/ckan,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
t4gm-info,https://lod-cloud.net/dataset/t4gm-info,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
university-plymouth-reading-lists,https://lod-cloud.net/dataset/university-plymouth-reading-lists,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-lsr,https://lod-cloud.net/dataset/bio2rdf-lsr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Covid-on-the-Web,https://lod-cloud.net/dataset/Covid-on-the-Web,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
entrez_gene,https://lod-cloud.net/dataset/entrez_gene,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-cau,https://lod-cloud.net/dataset/eagle-i-cau,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
tcga-roadmap,https://lod-cloud.net/dataset/tcga-roadmap,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sabiork,https://lod-cloud.net/dataset/bio2rdf-sabiork,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-icps,https://lod-cloud.net/dataset/bioportal-icps,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-po_x1,https://lod-cloud.net/dataset/bioportal-po_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-xco,https://lod-cloud.net/dataset/bioportal-xco,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
